study_id,site_id,year,rye_planting_date,rye_sampling_date,N_rate_fall_kg_N_ha,N_rate_spring_kg_N_ha,cultivar,rep,shoot_biomass_mean_kg_ha,shoot_biomass_sd,shoot_N_mean,shoot_N_sd,N_content_units,shoot_CN_ratio_mean,shoot_CN_ratio_sd,seeding_rate,seeding_rate_units,cumulative_GDD,base_temp_C,growth_stage_at_termination,plant_population,plant_population_units,plant_population_date,tiller_density,tillers_units,month_sampled
14,"Bradford Research Center, MO",2016-2017,10/3/2016,3/28/2017,0,0,VNS,218,1734.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
14,"Bradford Research Center, MO",2016-2017,10/3/2016,3/28/2017,0,0,VNS,310,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
14,"Bradford Research Center, MO",2016-2017,10/3/2016,3/28/2017,0,0,VNS,311,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
14,"Bradford Research Center, MO",2016-2017,10/3/2016,3/28/2017,0,0,VNS,312,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
14,"Bradford Research Center, MO",2016-2017,10/3/2016,3/28/2017,0,0,VNS,407,1192.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
14,"Bradford Research Center, MO",2016-2017,10/3/2016,3/28/2017,0,0,VNS,408,1192.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
14,"Bradford Research Center, MO",2016-2017,10/3/2016,3/28/2017,0,0,VNS,409,1192.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,107,3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,108,3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,109,3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,213,4457.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,214,4457.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,215,4457.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,316,5198.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,317,5198.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,318,5198.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,401,2152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,402,2152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/25/2017,0,0,VNS,403,2152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,104,1459.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,105,1459.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,106,1459.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,210,1578.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,211,1578.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,212,1578.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,313,1526.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,314,1526.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,315,1526.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,404,1647.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,405,1647.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2016-2017,10/3/2016,4/13/2017,0,0,VNS,406,1647.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,104,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,105,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,106,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,204,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,205,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,206,533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,310,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,311,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,312,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,416,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,417,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/12/2018,0,0,VNS,418,755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,101,7230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,102,7230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,103,7230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,207,4730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,208,4730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,209,4730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,316,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,317,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,318,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,410,6860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,411,6860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,5/14/2018,0,0,VNS,412,6860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,107,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,108,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,109,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,201,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,202,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,203,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,313,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,314,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,315,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,413,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,414,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2017-2018,10/25/2017,4/30/2018,0,0,VNS,415,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,104,535.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,105,535.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,106,535.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,204,824.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,205,824.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,206,824.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,310,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,311,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,312,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,416,313.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,417,313.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/5/2019,0,0,NA,418,313.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,101,5068.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,102,5068.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,103,5068.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,207,3528.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,208,3528.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,209,3528.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,316,2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,317,2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,318,2237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,410,2404.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,411,2404.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,5/14/2019,0,0,NA,412,2404.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,107,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,108,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,109,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,201,1161.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,202,1161.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,203,1161.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,313,569.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,314,569.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,315,569.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,413,967.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,414,967.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2018-2019,10/25/2018,4/25/2019,0,0,NA,415,967.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,104,1564.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,105,1564.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,106,1564.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,204,873.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,205,873.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,206,873.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,310,1118.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,311,1118.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,312,1118.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,416,771.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,417,771.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/2/2020,0,0,NA,418,771.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,107,1366.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,108,1366.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,109,1366.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,201,990.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,202,990.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,203,990.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,313,2379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,314,2379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,315,2379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,413,1636.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,414,1636.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Bradford Research Center, MO",2019-2020,11/5/2019,4/21/2020,0,0,NA,415,1636.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,104,2591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,105,2605.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,106,2810.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,212,2047.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,213,2447.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,214,2599.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,307,2986.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,308,2880.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,309,2307.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,406,2350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,407,2586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
14,"Rocky Mount, NC",2017-2018,11/28/2017,4/2/2018,0,0,Abruzzi,408,2338.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
