study_id,site_ID,site_name,year,state,latitude,longitude,location_obscured,experimental_design,replications,rye_data_level,publication_DOI,methods_unpublished_data
23,75,TXE,2020-2021,Alabama,34.102,-86.328,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
23,76,URF,2020-2021,North Carolina,35.369,-81.651,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
23,77,UCT,2020-2021,Virginia,36.722,-75.993,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
23,78,UFH,2020-2021,Virginia,36.697,-76.018,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
23,79,IMT,2020-2021,Vermont,44.911,-72.784,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
23,80,LKB,2020-2021,Vermont,44.822,-73.127,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
23,81,POG,2020-2021,Vermont,44.974,-72.92,TRUE,N/A,2,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,82,Albion,2017-2018,Iowa,42.111747,-92.998559,TRUE,N/A,24,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,83,Boone,2018-2019,Iowa,42.078331,-93.793326,TRUE,N/A,16,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,84,Galva,2017-2018,Iowa,42.461891,-95.42026,TRUE,N/A,12,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,84,Galva,2018-2019,Iowa,42.461891,-95.42026,TRUE,N/A,20,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,84,Galva,2019-2020,Iowa,42.461891,-95.42026,TRUE,N/A,8,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,85,Gravity,2018-2019,Iowa,40.821194,-94.738297,TRUE,N/A,16,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,86,Hastings,2018-2019,Iowa,41.076822,-95.480897,TRUE,N/A,23,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,86,Hastings,2019-2020,Iowa,41.076822,-95.480897,TRUE,N/A,28,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,87,Keota,2016-2017,Iowa,41.336554,-91.882495,TRUE,N/A,28,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,87,Keota,2018-2019,Iowa,41.336554,-91.882495,TRUE,N/A,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,88,Lenox,2018-2019,Iowa,40.88525,-94.546139,TRUE,N/A,16,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,88,Lenox,2019-2020,Iowa,40.88525,-94.546139,TRUE,N/A,16,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,89,Osage,2018-2019,Iowa,43.252689,-92.875391,TRUE,N/A,31,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,89,Osage,2019-2020,Iowa,43.252689,-92.875391,TRUE,N/A,16,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,90,Reinbeck,2014-2015,Iowa,42.295857,-92.63014,TRUE,N/A,12,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,90,Reinbeck,2016-2017,Iowa,42.295857,-92.63014,TRUE,N/A,8,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
24,91,Weldon,2017-2018,Iowa,40.857912,-93.634299,TRUE,N/A,6,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
25,92,East Farm,2021-2022,Maryland,39.03,-76.9,FALSE,Unknown,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
25,93,Hayden Farm,2021-2022,Maryland,39.03,-76.9,FALSE,Unknown,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
26,94,North Farm,2017-2018,Maryland,39.03,-76.93,FALSE,split-plot randomized complete block design,4,Plot level,doi.org/10.1002/agj2.20824,NA
26,92,East Farm,2018-2019,Maryland,39.03,-76.89,FALSE,split-plot randomized complete block design,4,Plot level,doi.org/10.1002/agj2.20824,NA
26,93,Hayden Farm,2018-2019,Maryland,39.01,-76.83,FALSE,split-plot randomized complete block design,4,Plot level,doi.org/10.1002/agj2.20824,NA
27,94,VT Eastern Shore Agricultural Research and Extension Center,2014-2015,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
27,94,VT Eastern Shore Agricultural Research and Extension Center,2015-2016,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
27,94,VT Eastern Shore Agricultural Research and Extension Center,2016-2017,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
27,94,VT Eastern Shore Agricultural Research and Extension Center,2017-2018,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
27,94,VT Eastern Shore Agricultural Research and Extension Center,2018-2019,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
27,94,VT Eastern Shore Agricultural Research and Extension Center,2019-2020,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
27,94,VT Eastern Shore Agricultural Research and Extension Center,2020-2021,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
27,94,VT Eastern Shore Agricultural Research and Extension Center,2021-2022,Virginia,37.589032,-75.826342,FALSE,Unknown,4,Plot level,NA,"In 2015-2022, the aboveground biomass was sampled from four 0.093 m2 (1 sqft) quadrats, while in 2023 aboveground biomass samples were sampled from four 0.125 m2 quadrats at 0.5-1 cm above the soil surface within each plot just prior to rye termination and dried at 60 °C until a constant weight was reached. Acquired via email from Joseph Haymaker/Virginia Tech."
28,95,West Florida Research and Education Center,2020-2021,Florida,30.775454,-87.138611,FALSE,Unknown,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
28,95,West Florida Research and Education Center,2021-2022,Florida,30.775454,-87.138611,FALSE,Unknown,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
28,96,West Florida Cover Crop Expt 1,2020-2021,Florida,30.773053,-87.138903,FALSE,Unknown,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
28,97,West Florida Cover Crop Expt 2,2021-2022,Florida,30.774709,-87.138865,FALSE,Unknown,4,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
28,97,West Florida Farmer Field Trial 1,2020-2021,Florida,30.89941,-87.411556,FALSE,Unknown,3,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
28,98,West Florida Farmer Field Trial 2,2021-2022,Florida,30.817422,-87.039715,FALSE,Unknown,1,Plot level,NA,"Cereal rye aboveground biomass was sampled using two 0.25 m^2 quadrats, cutting the biomass as close as possible to the soil surface. Samples were then dried at 60°C until a constant weight was reached. Acquired via email Sarah Seehaver Eagen/Southern Cover Crops Council .

 "
29,4,Beltsville Agricultural Research Center,2014-2015,Maryland,39.017,-76.917,TRUE,Unknown,4,Plot level,doi.org/10.3389/fsufs.2023.1067506,NA
29,99,MUSG,2014-2015,New York,42.731778,-76.650722,FALSE,Unknown,4,Plot level,doi.org/10.3389/fsufs.2023.1067506,NA
